English,Farsi,Source
"Mobile intensive care unit (MICU)
","مراقبت‌های ویژه سیار Mobile Intensive Care Unit) MICU)
",ELRC_2922
"On 2 March, 6 additional cases, making a total of eight, had been diagnosed.
","در 2 مارس ، شش مورد دیگر ، در مجموع هشت مورد ، تشخیص داده شده بود.
",ELRC_2922
"Prague International Airport introduced special arrival gates for selective screening of passengers arriving on flights from Italy.
","فرودگاه بین‌المللی پراگ دروازه‌های ورودی ویژه‌ای را برای غربالگری انتخابی مسافرانی که از پروازهای ایتالیا وارد می‌شوند، معرفی کرد.
",ELRC_2922
"""But this isn’t the right point.""""""
","اما این نکته درست نیست.
",ELRC_2922
"She served as the director of the emergency department in 2010.
","او در سال ۲۰۱۰ مسئول بخش اورژانس شد.
",ELRC_2922
"""The Italian Permanent Representative to the European Union, Maurizio Massari, wrote: """"unfortunately, not a single EU country responded to the Commission’s call.""""""
","نماینده دائم ایتالیا در اتحادیه اروپا، مائوریتسیو ماساری نوشت: «متأسفانه هیچ‌یک از کشورهای عضو اتحادیه اروپا به تماس کمیسیون پاسخ ندادند.»
",ELRC_2922
"It is believed that ten million intravenous drug users are infected with hepatitis C; China (1.6 million), the United States (1.5 million), and Russia (1.3 million) have the highest absolute totals.
","در میان مصرف‌کنندگان مواد مخدر ده میلیون نفر به هپاتیت سی مبتلا هستند؛ چین (۱٫۶ میلیون)، ایالات متحده (۱٫۵ میلیون)، و روسیه (۱٫۳ میلیون) بیشترین میزان مجموع مبتلایان را دارند.
",ELRC_2922
"Those who have experienced a needle stick injury from someone who was HCV positive have about a 1.8% chance of subsequently contracting the disease themselves.
","کسی که از سوزن یک فرد مبتلا به HCV زخم ناشی از سوزن برمی‌دارد، پس از آن با احتمال ۱٫۸٪ ابتلا به بیماری رو به رو است.
",ELRC_2922
"Extrapulmonary TB occurs more commonly in people with a weakened immune system and young children.
","سل خارج ریوی به‌طور معمول در افرادی که دچار نقص سیستم ایمنی هستند و کودکان رخ می‌دهد.
",ELRC_2922
"On February 26, sixty-three Tajik citizens (forty-six Tajik students from Wuhan and seventeen crew members of the Somon Air charter flight sent to retrieve them on February 11) were released from quarantine.
","در ۲۶ فوریه، شصت و سه شهروند تاجیکستان (۴۶ دانشجوی تاجیک و ۱۶ خدمه پرواز چارتر سامان ایر که برای بازگرداندن آن‌ها در ۱۱ فوریه اعزام شده بودند) از قرنطینه آزاد شدند.
",ELRC_2922
"On 5 March, 27 new confirmed cases were reported by the government (16 in Flanders, 9 in Wallonia and 2 in Brussels), bringing the total to 50.
","در 5 مارس ، 27 مورد تأیید شده جدید توسط دولت گزارش شد (16 مورد در فلاندر ، 9 در والونیا و 2 مورد در بروکسل) که تعداد آنها به 50 مورد رسیده است.
",ELRC_2922
"Antimicrobial resistance and Healthcare-associated infections
","مقاومت ضد میکروبی و عفونت‌های مرتبط با مراقبت‌های بهداشتی-درمانی
",ELRC_2922
"After washing and drying hands with a paper towel, the total number of bacteria was reduced on average on the finger pads by up to 76% and on the palms by up to 77%.
","پس از شستشو و خشک کردن دست‌ها با یک حوله کاغذی، تعداد کل باکتری‌ها به‌طور متوسط در بین انگشت‌ها تا ۷۶٪ و در کف دست‌ها تا ۷۷٪ کاهش یافت.
",ELRC_2922
"Two decision analysis studies suggest that during local outbreaks of influenza, the prevalence will be over 70%.
","دو پژوهش با موضوع تجزیه و تحلیل تصمیم نشان داده‌اند که در طول همه‌گیری محلی بیماری آنفلوانزا، میزان شیوع بیش از ۷۰٪ خواهد بود.
",ELRC_2922
"In the advanced stages, or end stage pulmonary disease, it occurs during rest and may be always present.
","در مراحل پیشرفته این اتفاق ممکن است که در مواقع استراحت و در همه حال رخ دهد.
",ELRC_2922
"In Hong Kong, the 2020 Lunar New Year Cup was cancelled on 23 January.
","در هنگ کنگ، جام سال نوی قمری ۲۰۲۰ در ۲۳ ژانویه لغو شد.
",ELRC_2922
"A number of other factors are less closely linked to COPD.
","عوامل دیگری هستند که ارتباط کمتری با بیماری COPD دارند.
",ELRC_2922
"The New York Times: Tracking Every Coronavirus Case in the U.S.: Full Interactive Maps
","نیویورک تایمز : پیگیری پرونده Coronavirus در ایالات متحده: نقشه کامل
",ELRC_2922
"The test may be falsely negative in those with sarcoidosis, Hodgkin's lymphoma, malnutrition, and most notably, active tuberculosis.
","این تست می‌تواند در افراد مبتلا به سارکوئیدوز، لنفوم هوچکین، و سوء تغذیه به صورت کاذب منفی باشد.
",ELRC_2922
"A 2013 Cochrane review found low-quality evidence showing that inspections, especially focused inspections, can reduce work-related injuries in the long term.
","در بررسی کاکرینای 2013 شواهدی کیفیت پایین یافت شد که نشان می‌دهد بازرسی ها، به ویژه بازرسی‌های متمرکز، می‌توانند در دراز مدت آسیب‌های مربوط به کار را کاهش دهند.
",ELRC_2922
"When people with active pulmonary TB cough, sneeze, speak, sing, or spit, they expel infectious aerosol droplets 0.5 to 5.0 µm in diameter.
","هنگامی که افراد مبتلا به سل فعال آواز بخوانند، سرفه، عطسه، صحبت، یا تف کند، آن‌ها قطرات عفونی معلق در هوا به قطر ۰٫۵ تا ۵ میکرومتر را پخش می‌کنند.
",ELRC_2922
"Blood transfusion, transfusion of blood products, or organ transplants without HCV screening carry significant risks of infection.
","تزریق خون، فراورده‌های خونی، و پیوند اعضا بدون آزمایش HCV ریسک بالای ابتلا را ایجاد می‌کند.
",ELRC_2922
"Men who have sex with men
","ارتباط جنسی با افراد آلوده
",ELRC_2922
"As in the United Kingdom, slips, trips and falls are common and account for 20-40% of disabling occupational injuries.
","همانطور که در انگلستان، لیز خوردن ها، افتادن‌ها و سقوط‌ها متداول می‌باشند، 20-40٪ از آسیب‌های شغلی فلج‌کننده را تشکیل می دهند.
",ELRC_2922
"2020 Irish Seanad election
","«2020 Irish general election».
",ELRC_2922
"Hot water that is comfortable for washing hands is not hot enough to kill bacteria.
","آب گرم که دست را نمی‌سوزاند برای از بین بردن باکتری‌ها به اندازه کافی داغ نیست.
",ELRC_2922
"On 14 March, the tenth positive case was confirmed.
","در ۱۴ مارس، دهمین مورد مثبت تأیید شد.
",ELRC_2922
"On 10 March, Shanghai confirmed two new imported cases from Italy.
","در ۱۰ مارس، شانگهای دو مورد جدید وارد شده از ایتالیا را تأیید کرد.
",ELRC_2922
"Pneumonia, a major ARI, is the number one cause of mortality among children under five years old, taking the lives of an estimated 1.8 million children per year.
","سینه‌پهلو، یک عفونت حاد تنفسی، یکی از علل مرگ و میر کودکان زیر ۵ سال است که سالانه حدود ۱٫۸ میلیون کودک در سال جان خود را از دست می‌دهد.
",ELRC_2922
"Modern treatments were developed during the second half of the 20th century.
","در طول نیمه دوم قرن بیستم درمان‌های نوین به وجود آمدند.
",ELRC_2922
"""Anecdotal evidence suggests certain types of mass gatherings may be associated with increased risk of influenza transmission, and may also """"seed"""" new strains into an area, instigating community transmission in a pandemic.""
","شواهد حکایتی نشان می‌دهند برخی از انواع اجتماعات گسترده ممکن است همراه با افزایش ریسک انتقال آنفلوانزا، جامعه را به سمت همه‌گیری جهانی سوق دهد.
",ELRC_2922
"This has resulted in improvements in the lung function of their populations.
","این امر منجر به بهبود عملکرد ریه افراد ساکن در این کشورها شده‌است.
",ELRC_2922
"At the molecular level, viruses escape from herd immunity through antigenic drift, which is when mutations accumulate in the portion of the viral genome that encodes for the virus's surface antigen, typically a protein of the virus capsid, producing a change in the viral epitope.
","در سطح مولکولی، ویروس‌ها از طریق رانش آنتی‌ژنی از ایمنی جمعی فرار می‌کنند، یعنی زمانی که جهش‌ها در بخشی از ژنوم ویروسی که برای آنتی‌ژن سطح ویروس رمزگذاری می‌شود، جمع می‌شوند، به‌طور معمول پروتئین کپسید ویروس، باعث ایجاد تغییر در اپی توپ ویروسی می‌شود.
",ELRC_2922
"Both were people who were in contact with someone in Italy who tested positive.
","هر دو افرادی بودند که با شخصی در ایتالیا که آزمایش مثبت داشته، در تماس بوده‌اند.
",ELRC_2922
"The chance of quitting is improved with social support, engagement in a smoking cessation program, and the use of medications such as nicotine replacement therapy, bupropion, or varenicline.
","احتمال ترک سیگار با حمایت اجتماعی، شرکت در جلسات برنامه‌های ترک سیگار و استفاده از داروهایی نظیر درمان جایگزینی نیکوتین، بوپروپیون و وارنسیلین بیشتر می‌شود.
",ELRC_2922
"The first known case of COVID-19 in the U.S. was confirmed by the CDC on January 21, 2020.
","اولین مورد تأییدشده از دنیاگیری کروناویروس در ایالات متحده در ۲۰ ژانویه سال ۲۰۲۰ اعلام شد.
",ELRC_2922
"On 16 March, non-residents were banned from entering Norway.
","در 16 مارس ، غیر ساکنین ورود به نروژ ممنوع اعلام شد.
",ELRC_2922
"Three of the most common are that AIDS can spread through casual contact, that sexual intercourse with a virgin will cure AIDS, and that HIV can infect only gay men and drug users.
","سه نوع رایج آن‌ها عبارتند از اینکه ایدز می‌تواند از راه تماس معمولی منتقل شود، و اینکه نزدیکی جنسی با یک باکره بیماری ایدز را درمان می‌کند، و نیز HIV تنها می‌تواند مردان همجنس‌گرا و مصرف‌کنندگان مواد مخدر را آلوده کند.
",ELRC_2922
"Approximately 33% of people with influenza are asymptomatic.
","تقریباً ۳۳٪ از افراد مبتلا به بیماری آنفلوانزا فاقد علائم این بیماری هستند.
",ELRC_2922
"Border restrictions or internal travel restrictions are unlikely to delay an epidemic by more than two to three weeks unless implemented with over 99% coverage.
","محدودیت‌های مرزی یا محدودیت‌های مسافرتی داخلی بعید است که همه‌گیری را بیش از ۲ تا ۳ هفته به تأخیر بیندازد مگر آنکه با پوشش بیش از ۹۹ درصد اجرا شود.
",ELRC_2922
"It was the first election since 1918 to be held on a weekend.
","این اولین انتخاباتی بود که از سال ۱۹۱۸ به جای ایام هفته، در آخر هفته برگزار شد.
",ELRC_2922
"People who live in large cities have a higher rate of COPD compared to people who live in rural areas.
","مردمی که در شهرهای بزرگ زندگی می‌کنند، در مقایسه با مردم مناطق روستایی بیشتر در معرض بیماری COPD هستند.
",ELRC_2922
"Other leagues in Asia were affected, including South Korea's K League 1 and Japan's J1 League.
","دیگر لیگ‌های آسیا تحت تأثیر قرار گرفتند، از جمله کی‌لیگ کره جنوبی و جی‌لیگ ژاپن.
",ELRC_2922
"On 12 March 2020, UEFA announced that the elite qualification round of the men and women's under-17 and under-19 youth international tournaments had been postponed.
","در ۱۲ مارس ۲۰۲۰، یوفا اعلام کرد که مسابقات انتخابی نخبگان مسابقات بین‌المللی جوانان و مردان زیر ۱۷ سال و زیر ۱۹ سال به تعویق افتاده‌است.
",ELRC_2922
"President Mobutu Sese Seko surrounded the town with troops and suspended all flights into the community.
","رئیس‌جمهور موبوتو سسه سوکو شهر را با نیروهای نظامی محاصره و تمام پروازها را نیز لغو کرد.
",ELRC_2922
"Due to the wide variety of biologics used in animal agriculture, needlestick injuries can result in bacterial or fungal infections, lacerations, local inflammation, vaccine/antibiotic reactions, amputations, miscarriage, and death.
","با توجه به طیف گسترده‌ای از زیست شناسی‌های مورد استفاده در کشاورزی حیوانات، آسیب‌های سوزنی ممکن است به عفونت‌های باکتریایی یا قارچی، پارگی، التهاب موضعی، واکنش‌های واکسن / آنتی بیوتیک، قطع عضو، سقط جنین و مرگ و میر منجر شود.
",ELRC_2922
"In many areas of the world, a third of HIV carriers only discover they are infected at an advanced stage of the disease when AIDS or severe immunodeficiency has become apparent.
","در بسیاری از مناطق دنیا، یک سوم حاملان HIV زمانی متوجه می‌شوند که در مرحله پیشرفته‌ای از این بیماری هستند و AIDS یا نقص شدید دستگاه ایمنی آشکار می‌شود.
",ELRC_2922
"A 40-year-old woman from Athens who had travelled to Italy tested positive.
","آزمایش یک زن ۴۰ ساله اهل آتن که به ایتالیا سفر کرده بود، مثبت شد.
",ELRC_2922
"""The cascade of person-to-person spread can be circumvented by segregating those with active (""""overt"""") TB and putting them on anti-TB drug regimens.""
","برای جلوگیری از آبشار شیوع فرد به فرد، افراد مبتلا به سل فعال («آشکار») را جدا کنید و آن‌ها را تحت رژیم‌های داروی ضد سل قرار دهید.
",ELRC_2922
"Tentative evidence indicates that those with asthma and airway hyperreactivity are at increased risk of COPD.
","شواهد اولیه نشان می‌دهد که افراد مبتلا به آسم و بیش‌فعالیت مسیر هوا در معرض خطر بیشتری از بیماری هستند.
",ELRC_2922
"Two more patients died on the same day, one person aged 73 and one person aged 86 who died in Sint-Genesius-Rode.
","دو بیمار دیگر در همان روز درگذشت ، یک نفر 73 ساله و یک نفر 86 ساله که درگذشت سن-ژنوزیو-رود.
",ELRC_2922
"The most effective vaccine trial to date, RV 144, was published in 2009; it found a partial reduction in the risk of transmission of roughly 30%, stimulating some hope in the research community of developing a truly effective vaccine.
","در واکسن آزمایشی RV 144 که در سال ۲۰۰۹ منتشر شد کاهش جزئی تقریباً ۳۰٪ در خطر انتقال مشاهده شد، که باعث ایجاد امیدی در جامعه تحقیقای برای یک واکسن مؤثر شد.
",ELRC_2922
"Secretary of state Zuhal Demir urged the Turkish community in Limburg to abide by the quarantine measures.
","وزیر امور خارجه زحل دمیر از جامعه ترکیه در لیمبورگ خواست تا از اقدامات قرنطینه پیروی کند.
",ELRC_2922
"Tuberculosis co-infection is one of the leading causes of sickness and death in those with HIV/AIDS being present in a third of all HIV-infected people and causing 25% of HIV-related deaths.
","سل یکی از عوامل عمده بیماری و مرگ مبتلایان به ایدز است و در یک سوم افراد مبتلا به HIV ظاهر می‌شود و علت مرگ ۲۵ درصد موارد HIV می‌باشد.
",ELRC_2922
"On 26 February, Norway confirmed the first case of COVID-19.
","در ۲۶ فوریه، نروژ اولین مورد COVID-19 را تأیید کرد.
",ELRC_2922
"The lockdown measures implemented by Italy was considered the most radical measure implemented against the outbreak outside of the lockdown measures implemented in China.
","اقدامات قرنطینه انجام گرفته توسط ایتالیا، به‌عنوان رادیکال‌ترین اقدام انجام گرفته علیه شیوع، خارج از اقدامات قرنطینه انجام گرفته در چین مطرح شد.
",ELRC_2922
"The discovery led to significant improvements in diagnosis and improved antiviral treatment.
","این کشف منجر به پیشرفت‌های مهمی در زمینه تشخیص بیماری و درمان ضد ویروسی شد.
",ELRC_2922
"Totally drug-resistant TB is resistant to all currently used drugs.
","سل کاملاً مقاوم در برابر دارو نسبت به تمام داروهایی که در حال حاضر استفاده می‌شود مقاوم است.
",ELRC_2922
"""Lasting 16 minutes 56 seconds, it is the longest song Dylan has released, eclipsing """"Highlands"""" which runs 16 minutes 31 seconds.""
","زمان این ترانه ۱۶ دقیقه و ۵۷ ثانیه است که کمی بلندتر از ترانه 'سرزمین‌های بلند' (۱۶ دقیقه و ۳۱ ثانیه) است.
",ELRC_2922
"Symbolic AIDS stigma—the use of HIV/AIDS to express attitudes toward the social groups or lifestyles perceived to be associated with the disease.
","داغ ننگ نمادین ایدز – استفاده از ایدز برای بیان نگرش‌های مربوط به گروه‌های اجتماعی یا سبک زندگی همراه با این بیماری.
",ELRC_2922
"He dropped the suit in 1998 after losing before an appeals court.
","وی پس از ناکام ماندن در دادگاه استیناف از این دادخواست خود صرفنظر کرد.
",ELRC_2922
"In developing countries, public health infrastructures are still forming.
","در جهان در حال توسعه، زیرساخت‌های بهداشت عمومی هنوز در حال شکل‌گیری هستند.
",ELRC_2922
"Those who smoke cigarettes have nearly twice the risk of TB compared to nonsmokers.
","افرادی که سیگار می‌کشند نسبت به غیر سیگاری‌ها تقریباً دو برابر در معرض خطر ابتلا به سل هستند.
",ELRC_2922
"Global stock markets crashed in March 2020, with falls of several percent in the world's major indices.
","در مارس ۲۰۲۰، بازارهای جهانی سهام با سقوط چند درصدی در شاخص‌های اصلی جهان، سقوط کردند.
",ELRC_2922
"Being either underweight or overweight can affect the symptoms, degree of disability, and prognosis of COPD.
","وزن زیاد یا کم می‌تواند بر نشانه‌های بیماری، میزان ناتوانی و تشخیص COPD تأثیر بگذارد.
",ELRC_2922
"Eradication efforts that rely on herd immunity are currently underway for poliomyelitis, though civil unrest and distrust of modern medicine have made this difficult.
","تلاش‌های ریشه کنی که به ایمنی جمعی تکیه می‌کنند، در حال حاضر برای انجام فلج اطفال انجام می‌شود، اگرچه ناآرامی‌های داخلی و عدم اعتماد به طب مدرن این مسئله را دشوار کرده‌است.
",ELRC_2922
"Chronic bronchitis may occur with normal airflow and in this situation it is not classified as COPD.
","برونشیت مزمن ممکن است با جریان هوای معمولی رخ دهد و در این شرایط به عنوان COPD طبقه‌بندی نمی‌شود.
",ELRC_2922
"""The World Health Organization (WHO), although stating that it was beyond its own guidelines, commended the move, calling it """"unprecedented in public health history"""".""
","سازمان جهانی بهداشت از این عملکرد چین تشکر کرد و آن را بیش از حد استاندارد و در تاریخ بی‌سابقه توصیف کرد.
",ELRC_2922
"Proper animal handling techniques and training, or stockmanship, can also decrease the risk of livestock injury.
","تکنیک‌های مناسب حمل حیوانات و آموزش و یا تغذیه نیز می‌تواند خطر آسیب‌های حیوانات را کاهش دهد.
",ELRC_2922
"A retirement home in Gooik stopped receiving visitors after one employee could have been in contact with the coronavirus, as a precautionary measure, which the Flemish Agency for Care and Health believed to be inappropriate.
","خانه بازنشستگی در گوئک پذیرش بازدید کنندگان به عنوان یک اقدام احتیاطی متوقف شد ، زیرا یک کارمند می توانست با کروناویروس جدید در تماس باشد.
",ELRC_2922
"""When she saw the words """"SARS coronavirus, pseudomonas aeruginosa, 46 types of oral / respiratory colonisation bacteria"""" on the test sheet, Ai immediately reported to the hospital's public health department and infection department.""
","آی فن با دیدن واژه‌های «سارس کروناویروس، سودوموناس آئروژینوزا، ۴۶ گونه کلونی باکتری‌های تنفسی/دهانی» در برگهٔ آزمایش بیمار، بی درنگ با بخش سلامت عمومی بیمارستان و بخش بیماری‌های عفونی تماس می‌گیرد و مطلب را در گروه وی‌چت پزشکان بیمارستان اعلام می‌کند.
",ELRC_2922
"Data and maps, frequently updated:
","داده‌ها و نقشه‌هایی که مرتب به‌روز می‌شوند:
",ELRC_2922
"A day later, Yoshihiro Takayama, an acquaintance of Iwata and a doctor working on Diamond Princess, pointed out what he described as errors in Iwata's description of the situation in a Facebook post that went viral.
","یک روز پس از آن، یوشیهیرو تاکایاما، یکی از آشنایان ایواتا و پزشکی که بر روی دایموند پرینسس مشغول به کار بود، پستی را در صفحهٔ فیسبوک خود منتشر کرد که در آن به مواردی تحت عنوان خطاهایی در تفسیر ایواتا از وضعیت اشاره شده‌بود.
",ELRC_2922
"The hospital has run under the jurisdiction and management of the People's Liberation Army after completion.
","نظارت و مدیریت این بیمارستان بر عهده ارتش چین است.
",ELRC_2922
"Blood samples were sent to Kabul for further testing.
","نمونه خون آن‌ها برای آزمایش‌های بیشتر به کابل ارسال شد.
",ELRC_2922
"Most people infected with HIV develop specific antibodies (i.e. seroconvert) within three to twelve weeks after the initial infection.
","در اکثر افراد آلوده به HIV، در طول سه تا دوازده هفته پس از عفونت اولیه، یک سری آنتی‌بادی‌های خاص ایجاد می‌گردد.
",ELRC_2922
"Luigi Di Maio, the Minister of Foreign Affairs, has said that the lockdown has been necessary for Italy.
","لوئیجی دی مایو، وزیر امور خارجه، گفته‌است که این قرنطینه برای ایتالیا ضروری بوده‌است.
",ELRC_2922
"The following day, the Paris half marathon scheduled for Sunday 1 March with 44,000 participants was cancelled as one of a number of measures announced by health minister Olivier Véran (which also included the banning of all indoor public gatherings of more than 5,000 people).
","روز بعد، نیمه ماراتن پاریس که روز یکشنبه ۱ مارس با حضور ۴۴۰۰۰ شرکت کننده برگزار شود، توسط وزیر بهداشت اولیویه وران لغو شد.
",ELRC_2922
"He died after two weeks, on August 13, 1865, aged 47, from a gangrenous wound, due to an infection on his right hand which might have been caused by the struggle.
","او دو هفته بعد، در ۱۳ اوت ۱۸۶۵ در سن ۴۷ سالگی بر اثر زخم قانقاریا که احتمالاً پس از ضرب و شتم نگهبانان به وجود آمده بود در تیمارستان درگذشت.
",ELRC_2922
"Tuberculosis generally affects the lungs, but can also affect other parts of the body.
","سل به‌طور معمول به شش‌ها حمله می‌کند، اما بر قسمت‌های دیگر بدن نیز می‌تواند تأثیرگذار باشد.
",ELRC_2922
"Vaccines are hoped to play a significant role in treatment of both latent and active disease.
","امید است که واکسن‌ها نقش مهمی را در درمان بیماری نهفته و فعال داشته باشند.
",ELRC_2922
"The greater the proportion of immune individuals in a community, the smaller the probability that non-immune individuals will come into contact with an infectious individual, helping to shield non-immune individuals from infection.
","هرچه نسبت افراد مصون در یک جامعه بیشتر باشد، احتمال تماس افراد غیر ایمنی با فرد عفونی کمتر می‌شود و به محافظت افراد غیر مصون از عفونت کمک می‌کند.
",ELRC_2922
"On 12 March, a national lockdown was announced, effective from 18:00 the same day.
","در تاریخ ۱۲ مارس، یک قفل کشویی ملی اعلام شد، از ساعت ۶ عصر همان روز قابل اجرا است.
",ELRC_2922
"This simple action can reduce the rate of mortality from these diseases by almost 50%.
","این اقدام ساده می‌تواند میزان مرگ و میر ناشی از این بیماری‌ها را تقریباً ۵۰٪ کاهش دهد.
",ELRC_2922
"Approximately 40,000 people use TPN at home in the United States, and because TPN requires 10–16 hours to be administered, daily life can be affected.
","امروزه نزدیک به ۴۰ هزار تن در آمریکا باید از روش تغذیه در رگ استفاده کنند، روزانه از ۱۰ تا ۱۶ ساعت از وقت فرد صرف این کار می‌شود که این مسئله بر کیفیت زندگی افراد تأثیر می‌گذارد با این حال بسیاری این روش تغذیه در خانه را به حضور در بیمارستان ترجیح می‌دهند.
",ELRC_2922
"A 12-year-old Italian brought the infection to Malta.
","یک ایتالیایی ۱۲ ساله این عفونت را به مالت وارد کرد.
",ELRC_2922
"Cultural differences in the role of women vary by country, many gender inequalities are found in developing nations.
","تفاوت‌های فرهنگی موجود در نقش زنان از یک کشور به کشور دیگر فرق می‌کنند، بسیاری از تبعیضات جنسیتی در ملل در حال توسعه دیده می‌شوند.
",ELRC_2922
"One study found that ground-glass opacities were more commonly seen on CT scan in berylliosis than in sarcoidosis.
","یک مطالعه نشان داد که کدورت های شیشه ای زیر زمینی بیشتر در سی تی اسکن برلیوزیس در مقایسه با سارکوئیدوز مشاهده می شود.
",ELRC_2922
"Developments in health behavior change theories since the late 1990s have focused on incorporating disparate theories of health behavior change into a single unified theory.
","توسعه نظریه‌های تغییر رفتار سلامت از اواخر دهه ۱۹۹۰ بر روی ترکیب نظریه‌های مختلف تغییر رفتار سلامت و تبدیل به یک نظریه یکپارچه متمرکز شده‌است
",ELRC_2922
"According to data from the National Institute for Occupational Safety and Health (NIOSH) and the Bureau of Labor Statistics, an average of 15 workers die from traumatic injuries each day in the United States, and an additional 200 workers are hospitalized.
","طبق داده‌های مؤسسه ملی ایمنی و بهداشت شغلی (NIOSH) و اداره آمار کار (BLS)، روزانه در ایالات متحده، به‌طور متوسط 15 کارمند در اثر آسیب جراحتی جان خود را از دست می دهند و به‌علاوه اینکه 200 کارگر در بیمارستان بستری می‌شوند.
",ELRC_2922
"As of 30 April 2020, Norway has performed 172586 tests, reported 7738 confirmed cases and 210 deaths.
","تا تاریخ ۲۸ مارس ۲۰۲۰ (۲۰۲۰-03-۲۸) نروژ ۸۵۱۳۶ آزمایش را انجام داده‌است، گزارش داده‌است ۴۳۵۵ مورد تأیید شده و ۲۵ مرگ.
",ELRC_2922
"Resource Management and Coordination
","مدیریت منابع و هماهنگ‌سازی
",ELRC_2922
"Tuberculosis has been present in humans since ancient times.
","سل از دوران باستان همراه انسان بوده‌است.
",ELRC_2922
"On 9 January 2020, the Chinese Center for Disease Control and Prevention (CCDC) reported the identification of a novel coronavirus (later identified as the SARS-CoV-2) as the cause.
","در ۹ ژانویه ۲۰۲۰، مرکز کنترل و پیشگیری از بیماری چین، شناسایی یک کروناویروس جدید (که بعداً به عنوان سارس-کاو-۲ شناخته شد) را اطلاع‌رسانی کرد.
",ELRC_2922
"A 24-year-old man from Madrid who had recently returned from Northern Italy tested positive and was admitted to Hospital Carlos III.
","آزمایش یک مرد ۲۴ ساله از مادرید، که به تازگی از شمال ایتالیا برگشته بود، مثبت شد و در بیمارستان کارلوس سوم بستری شد.
",ELRC_2922
"This decreased the risk from one in 200 units to between one in 10,000 to one in 10,000,000 per unit of blood.
","از آن زمان تاکنون میزان ابتلا با کاهشی تا میزان یک در ۱۰٬۰۰۰ تا ۱۰٬۰۰۰٬۰۰۰ در واحدهای خون از میزان یک در ۲۰۰ واحد خون روبه رو بوده‌است.
",ELRC_2922
"On 21 February 2020, two people tested positive in Veneto.
","در ۲۱ فوریه، آزمایش دو نفر در ونتو مثبت شد.
",ELRC_2922
"Kentaro Iwata, an infectious diseases expert at Kobe University who visited the ship, strongly criticised the management of the situation in two widely circulated YouTube videos published on 18 February.
","کنتارو ایواتا، یک متخصص بیماری‌های عفونی در دانشگاه کوبه که از کشتی بازدید کرده‌بود، در ۱۸ فوریه با انتشار دو ویدئو در یوتیوب، که به‌طور وسیعی دست‌به‌دست شدند، به‌شدت از فرایند مدیریت وضعیت انتقاد کرد.
",ELRC_2922
"Once integrated, the virus may become latent, allowing the virus and its host cell to avoid detection by the immune system.
","وقتی فرا گرفته شد، ویروس ممکن است پنهان شود و این به ویروس و سلول‌های میزبانش این امکان را می‌دهد تا توسط دستگاه ایمنی بدنی شناسایی نشوند.
",ELRC_2922
"The FPS Health confirmed local circulation of the virus in different parts of the country.
","""وزارت بهداشت تایید کرد """"گردش خون محلی ویروس از مناطق مختلف """"اما این مکانها را فاش نکرد.""
",ELRC_2922
"Intense and prolonged exposure to workplace dusts, chemicals, and fumes increases the risk of COPD in both smokers and nonsmokers.
","در معرض بودن شدید و به مدت طولانی در محیط‌های کاری که آلوده به گرد و خاک، مواد شیمیایی و دود است، خطر ابتلا به بیماری COPD را در افراد سیگاری و غیرسیگاری افزایش می‌دهد.
",ELRC_2922
"The main medical purpose of washing hands is to cleanse the hands of pathogens (bacteria, viruses, or other microorganisms) and chemicals which can cause harm.
","هدف اصلی پزشکی شستن دست‌ها، پاکسازی دست از عوامل بیماری‌زا (باکتری‌ها، ویروس‌ها یا سایر میکروارگانیسم‌های ایجاد کننده بیماری) و مواد شیمیایی است که می‌تواند باعث آسیب یا بیماری شود.
",ELRC_2922
"For two weeks, schools, kindergartens, fitness centres, hair salons etc. are closed.
","به مدت دو هفته، مدارس، مهدکودک‌ها، مراکز تناسب اندام، سالن‌های مو و غیره تعطیل است.
",ELRC_2922
"Pneumoconioses.
","«Pneumoconiosis».
",ELRC_2922
"""This intermediary animal—not yet identified—passed it on to its first human host in the city of Wuhan in late November or early December 2019"""".""
","این حیوان میانجی که هنوز شناسایی نشده، در اواخر نوامبر یا اوایل دسامبر ۲۰۱۹ این ویروس را در شهر ووهان به نخستین میزبان انسان آن منتقل کرده‌است».
",ELRC_2922
"Diarrhea and pneumonia together account for almost 3.5 million child deaths annually.
","اسهال و ذات الریه با هم تقریباً ۳٫۵ میلیون مرگ و میر کودکان در سال را تشکیل می‌دهند.
",ELRC_2922
"A man from Böblingen who had had contact with the girlfriend of the patient from Göppingen also tested positive.
","آزمایش مردی از ببلینگن، که با دوست دختر یک بیمار از گپینگن ارتباط برقرار کرده بود نیز مثبت شد.
",ELRC_2922
"This measure came after a rise in the number of cases and deaths in the previous days, and after multiple institutions – including trade unions, mayors, and regional presidents – asked for a generalised shutdown of the Italian production system.
","این اقدام پس از افزایش تعداد موارد و مرگ و میر، در روزهای قبل، و پس از آنکه چندین مؤسسه، از جمله اتحادیه‌های صنفی، شهرداران و روسای منطقه‌ای، خواستار تعطیلی عمومی سیستم تولید ایتالیا شدند، صورت گرفت.
",ELRC_2922
