English,Farsi,Source
"The item in the calendar is not valid
","مورد داخل تقویم معتبر نیست
",Ubuntu
"The message does contain a calendar, but the calendar contains no events, tasks or free/busy information
","پیغام شامل یک تقویم است اما تقویم شامل هیچ اتفاق، تکلیف، یا اطلاعات آزاد/مشغول نیست
",Ubuntu
"The calendar attached contains multiple items
","تقویم پیوست شده حاوی موارد متعددی است
",Ubuntu
"To process all of these items, the file should be saved and the calendar imported
","برای پردازش همه‌ی این موارد،‌ پرونده باید ذخیره شود و تقویم وارد شودcal-itip
",Ubuntu
"This response is not from a current attendee. Add the sender as an attendee?
","این پاسخ از یکی از شرکت‌کنندگان فعلی نیست. فرستنده به عنوان شرکت‌کننده اضافه شود؟
",Ubuntu
"This meeting has been delegated
","این جلسه واگذار شده است.
",Ubuntu
"_Delete message after acting
","_حذف پیغام بعد از کنش
",Ubuntu
"Conflict Search
","جستجوی تداخل
",Ubuntu
"Select the calendars to search for meeting conflicts
","انتخاب تقویم‌ها برای جستجو به دنبال تداخل جسله‌ها
",Ubuntu
"Itip Formatter
","قالب‌بند آی‌تیپ
",Ubuntu
"_Server:
","_کارگزار:
",Ubuntu
"_Port:
","_درگاه:
",Ubuntu
"User_name:
","نام کاربر:
",Ubuntu
"Ser_ver requires authentication
","کارگزار به تأیید هویت نیاز دارد
",Ubuntu
"Compose a new mail message
","نگارش یک پیغام نامه‌ای جدیدNew
",Ubuntu
"Create a new mail account
","New
",Ubuntu
"Create a new mail folder
","ایجاد یک پوشه‌ی نامه‌ی جدید
",Ubuntu
"Mail Accounts
","حساب‌های نامه‌ای
",Ubuntu
"Mail Preferences
","ترجیحات نامه
",Ubuntu
"Composer Preferences
","ترجیحات نگارشگر
",Ubuntu
"Network Preferences
","label
",Ubuntu
"_Copy Folder To...
","_نسخه برداری پوشه در...
",Ubuntu
"Copy the selected folder into another folder
","نسخه‌برداری از پوشه‌ی انتخاب شده در یک پوشه‌ی دیگر
",Ubuntu
"Permanently remove this folder
","حذف همیشگی این پوشه
",Ubuntu
"E_xpunge
","_پاک‌سازی
",Ubuntu
"Permanently remove all deleted messages from this folder
","حذف همیشگی تمام پیغام‌های حذف شده از این پوشه
",Ubuntu
"Mar_k All Messages as Read
","_علامت‌گذاری همه‌ی پیغام‌ها به عنوان خوانده
",Ubuntu
"_Move Folder To...
","_جابه‌جایی به پوشه...
",Ubuntu
"Move the selected folder into another folder
","جابه‌جایی پوشه‌های انتخاب شده به یک پوشه‌ی دیگر
",Ubuntu
"_New...
","_جدید...
",Ubuntu
"Create a new folder for storing mail
","ایجاد یک پوشه‌ی جدید برای ذخیره‌ی نامه
",Ubuntu
"Change the properties of this folder
","تغییر ویژگی‌های این پوشه
",Ubuntu
"Change the name of this folder
","تغییر نام این پوشه
",Ubuntu
"Select Message _Thread
","انتخاب _رشته‌ی پیغام
",Ubuntu
"Select all messages in the same thread as the selected message
","انتخاب همه‌ی پیغام‌های هم‌رشته‌ی پیغام انتخاب شده
",Ubuntu
"Empty _Trash
","خالی کردن _زباله‌دان
",Ubuntu
"Subscribe or unsubscribe to folders on remote servers
","مشترک شدن یا لغو اشتراک پوشه‌هایی در کارگزارهای دوردست
",Ubuntu
"Send / _Receive
","ارسال / _دریافت
",Ubuntu
"Send queued items and retrieve new items
","ارسال موارد در نوبت و بازیابی موارد جدید
",Ubuntu
"Cancel the current mail operation
","انصراف از عملیات نامه‌ای فعلی
",Ubuntu
"Collapse All _Threads
","جمع کردن همه‌ی _رشته‌ها
",Ubuntu
"Collapse all message threads
","جمع کردن همه‌ی رشته‌های پیغام‌ها
",Ubuntu
"E_xpand All Threads
","_باز کردن همه‌ی رشته‌ها
",Ubuntu
"Expand all message threads
","باز کردن همه‌ی رشته‌های پیغام‌ها
",Ubuntu
"_Message Filters
","صافی‌های _پیغام
",Ubuntu
"Create or edit rules for filtering new mail
","ایجاد یا ویرایش قواعد صافی کردن نامه‌های جدید
",Ubuntu
"F_older
","_پوشه
",Ubuntu
"_Label
","_برچسب
",Ubuntu
"C_reate Search Folder From Search...
","ا_یجاد پوشه‌ی جستجو از جستجو...
",Ubuntu
"Search F_olders
","پوشه‌های _جستجو
",Ubuntu
"_New Folder...
","پوشه‌ی جدید
",Ubuntu
"_Group By Threads
","_گروه کردن از روی رشته
",Ubuntu
"Trash
","زباله‌دان
",Ubuntu
"Send / Receive
","ارسال / دریافت
",Ubuntu
"Language(s)
","زبان‌ها
",Ubuntu
"Header
","سرصفحه
",Ubuntu
"Author(s)
","مؤلف(ها)
",Ubuntu
"Plugin Manager
","مدیر متصل شونده‌ها
",Ubuntu
"Note: Some changes will not take effect until restart
","توجه: بعضی از تغییرات تا زمان راه‌اندازی مجدد مؤثر نخواهند بود
",Ubuntu
"Plugin
","متصل شونده
",Ubuntu
"_Plugins
","_متصل شونده‌ها
",Ubuntu
"Enable and disable plugins
","به کار انداختن و از کار انداختن متصل شونده‌ها
",Ubuntu
"Show HTML if present
","نمایش HTML در صورت وجود
",Ubuntu
"Plain Text Mode
","حالت متن ساده
",Ubuntu
"I_nclude remote tests
","_شامل آزمایش‌های دوردست
",Ubuntu
"Importing Files
","در حال وارد کردن پرونده‌ها
",Ubuntu
"Automatic Contacts
","آشنا‌های خودکار
",Ubuntu
"Instant Messaging Contacts
","آشناهای پیغام فوری
",Ubuntu
"Synchronize with _buddy list now
","همگام‌سازی با فهرست ر_فقا در لحظه‌ی حاضر
",Ubuntu
"BBDB
","BBDB
",Ubuntu
"Import Outlook Express messages from DBX file
","email-custom-header-Security
",Ubuntu
"Unclassified
","email-custom-header-Security
",Ubuntu
"Protected
","email-custom-header-Security
",Ubuntu
"Top secret
","email-custom-header
",Ubuntu
"Unknown error
","خطای ناشناخته
",Ubuntu
"Contact the owner of the mailing list this message belongs to
","تماس با صاحب فهرست پستی‌ای که این پیغام به آن تعلق دارد
",Ubuntu
"Post a message to the mailing list this message belongs to
","پست پیغام برای فهرست پستی‌ای که این پیغام به آن تعلق دارد
",Ubuntu
"Subscribe to the mailing list this message belongs to
","مشترک شدن فهرست پستی‌ای که این پیغام به آن تعلق دارد
",Ubuntu
"Mailing _List
","_فهرست پستی
",Ubuntu
"Mailing List Actions
","کنش‌های فهرست پستی
",Ubuntu
"Action not available
","کنش موجود نیست
",Ubuntu
"Posting not allowed
","پست کردن مجاز نیست
",Ubuntu
"Posting to this mailing list is not allowed. Possibly, this is a read-only mailing list. Contact the list owner for details.
","پست کردن به این فهرست پستی ممکن نیست. احتمالاً این یک فهرست فقط خواندنی است.برای جزییات با مالک فهرست تماس بگیرید.
",Ubuntu
"Send e-mail message to mailing list?
","پست الکترونیکی به فهرست پستی ارسال شود؟
",Ubuntu
"_Send message
","_ارسال پیغام
",Ubuntu
"_Edit message
","_ویرایش پیغام
",Ubuntu
"Malformed header
","سرنامه‌ی معیوب
",Ubuntu
"No e-mail action
","کنش پست الکترونیکی‌ای موجود نیست
",Ubuntu
"From: %s
","Subject:Subject: It happened again
",Ubuntu
"New email in Evolution
","Show Inbox
",Ubuntu
"Select sound file
","یک پرونده صوتی انتخاب کنید
",Ubuntu
"Notifies you when new mail messages arrive.
","Created from a mail by John Doe <john\.doe\@myco\.example>
",Ubuntu
"_Mail
","نا_مه
",Ubuntu
"Destination folder:
","پوشه‌ی مقصد:
",Ubuntu
"_Tasks
","ت_کلیف‌ها
",Ubuntu
"Calendar Publishing
","انتشار تقویم
",Ubuntu
"Locations
","مکان‌ها
",Ubuntu
"E_nable
","به _کار انداختن
",Ubuntu
"_Publish Calendar Information
","_انتشار اطلاعات تقویم
",Ubuntu
"_Publish as:
","_انتشار به نام:
",Ubuntu
"Publishing _Frequency:
","_بسامد انتشار:
",Ubuntu
"Service _type:
","نوع سرویس_:
",Ubuntu
"_File:
","_پرونده:
",Ubuntu
"P_ort:
","_درگاه:
",Ubuntu
"_Username:
","نام _کاربر:
",Ubuntu
"_Password:
","کلمه‌ی _عبور:
",Ubuntu
"_Remember password
","به _خاطر سپردن گذرواژه
",Ubuntu
"Publishing Location
","مکان انتشار
",Ubuntu
"%F %T
","%F %T
",Ubuntu
"UID
","شناسه‌ی کاربر
",Ubuntu
"Description List
","فهرست شرح‌ها
",Ubuntu
"Categories List
","فهرست مقولات
",Ubuntu
"Comment List
","فهرست توضیحات
",Ubuntu
"Contact List
","فهرست آشنا
",Ubuntu
"percent Done
","درصد انجام شده
",Ubuntu
"Attendees List
","فهرست شرکت‌کنندگان
",Ubuntu
"Modified
","تغییر داده شد
",Ubuntu
"Save Selected
","ذخیره‌ی انتخاب شده‌ها
",Ubuntu
"Select destination file
","انتخاب پرونده‌ی مقصد
",Ubuntu
"Searches
","جستجوها
",Ubuntu
"Save Search
","ذخیره‌ی جستجوShow:Unread MessagesImportant Messages"", or ""Active Appointments
",Ubuntu
"translator-credits
","روزبه پورنادر <roozbeh\@farsiweb\.info>‏ میلاد زکریا <meelad\@farsiweb\.info>‏ حامد ملک <hamed\@farsiweb\.info>‏ الناز سربر <elnaz\@farsiweb\.info>‏ Launchpad Contributions: Elnaz Sarbar https://launchpad.net/~elnaz Masood Lapeh https://launchpad.net/~masood-lapeh Meelad Zakaria https://launchpad.net/~meelad-farsiweb Mohammad Mahdi Mahsuli https://launchpad.net/~mmahsuli Novid https://launchpad.net/~novid
",Ubuntu
"Show information about Evolution
","نمایش اطلاعاتی درباره‌ی اوولوشن
",Ubuntu
"_Close Window
","_بستن پنجره
",Ubuntu
"I_mport...
","_وارد کردن...
",Ubuntu
"Import data from other programs
","وارد کردن داده‌ها از برنامه‌های دیگر
",Ubuntu
"New _Window
","_پنجره‌ی جدید
",Ubuntu
"_Quick Reference
","مرجع _سریع
",Ubuntu
"Exit the program
","خروج از برنامه
",Ubuntu
"_Advanced Search...
","جست و جوی _پیشرفته...
",Ubuntu
"_Edit Saved Searches...
","ویرایش جستجوهای ذخیره شده...
",Ubuntu
"_Find Now
","_پیدا کردن فوری
",Ubuntu
"_Save Search...
","ذخیره‌ی جستجو
",Ubuntu
"Submit a bug report using Bug Buddy
","ارسال گزارش اشکال با استفاده از Bug Buddy‏
",Ubuntu
"_Work Offline
","_کار برون‌خط
",Ubuntu
"_Work Online
","_کار برخط
",Ubuntu
"_New
","_جدید
",Ubuntu
"_Search
","_جستجو
",Ubuntu
"_Switcher Appearance
","_ظاهر تعویض کننده
",Ubuntu
"_Window
","_پنجره
",Ubuntu
"Display window buttons with icons only
","نمایش دکمه‌های پنجره فقط با شمایل
",Ubuntu
"Display window buttons with text only
","نمایش دکمه‌های پنجره فقط با متن
",Ubuntu
"Display window buttons with icons and text
","نمایش دکمه‌های پنجره با شمایل و متن
",Ubuntu
"Display window buttons using the desktop toolbar setting
","نمایش دکمه‌های پنجره با استفاده از تنظیمات نوار ابزار رومیزی
",Ubuntu
"Save Custom View...
","ذخیره‌ی نمای سفارشی
",Ubuntu
"C_urrent View
","نمای _فعلی
",Ubuntu
"Custom View
","نمای سفارشی
",Ubuntu
"Switch to %s
","تعویض به %s
",Ubuntu
"New
","جدید
",Ubuntu
"Thanks The Evolution Team
","با تشکر تیم اوولوشن
",Ubuntu
"Do not tell me again
","دیگر گفته نشود
",Ubuntu
"Start in online mode
","آغاز در حالت برخط
",Ubuntu
"Disable loading of any plugins.
","از کار انداختن بار کردن متصل شونده‌ها.
",Ubuntu
"Certificate '%s' is a CA certificate. Edit trust settings:
","گواهی «%s» یک گواهی مرجع‌دار است. ویرایش تنظیمات اعتماد:
",Ubuntu
"Certificate Name
","نام گواهی
",Ubuntu
"Serial Number
","شماره‌ی سریال
",Ubuntu
"Purposes
","مقاصد
",Ubuntu
"Expires
","زمان انقضا
",Ubuntu
"SHA1 Fingerprint
","اثر انگشت SHA1
",Ubuntu
"MD5 Fingerprint
","اثر انگشت MD5
",Ubuntu
"Select a certificate to import...
","یک گواهی برای وارد کردن انتخاب کنید...
",Ubuntu
"SSL Client Certificate
","گواهی کارگیر SSL
",Ubuntu
"SSL Server Certificate
","گواهی کارگزار SSL
",Ubuntu
"Email Signer Certificate
","گواهی امضا کننده‌ی پست‌الکترونیکی
",Ubuntu
"Organization (O)
","سازمان (س)‏
",Ubuntu
"Organizational Unit (OU)
","واحد سازمانی (وس)‏
",Ubuntu
"Issued On
","صادر شده در تاریخ
",Ubuntu
"Details
","جزئیات
",Ubuntu
"Because you trust the certificate authority that issued this certificate, then you trust the authenticity of this certificate unless otherwise indicated here
","چون شما به مرجعی که این گواهی را صادر کرده اعتماد دارید، پس صحت این گواهی را هم می‌پذیرید مگر آن که اینجا خلاف آن را بیان کنید
",Ubuntu
"Because you do not trust the certificate authority that issued this certificate, then you do not trust the authenticity of this certificate unless otherwise indicated here
","چون شما به مرجعی که این گواهی را صادر کرده اعتماد ندارید، صحت این گواهی را هم قبول ندارید مگر آن که اینجا خلاف آن را بیان کنید
",Ubuntu
"Enter new password for certificate database
","گذرواژه‌ی جدید برای پایگاه‌داده‌ی گواهی را وارد کنید
",Ubuntu
"Enter new password
","گذرواژه‌ی جدید را وارد کنید
",Ubuntu
"Issued to: Subject: %s
","صادر شده برای: موضوع: %s
",Ubuntu
"Issued by: Subject: %s
","صادر شده از طرف: موضوع: %s
",Ubuntu
"Select certificate
","انتخاب گواهی
",Ubuntu
"You have certificates from these organizations that identify you:
","شما گواهی‌هایی از این سازمان‌ها دارید که هویت شما را تأیید می‌کنند:
",Ubuntu
"Certificates Table
","جدول گواهی‌هاmake a backup
",Ubuntu
"Your Certificates
","گواهی‌های شما
",Ubuntu
"You have certificates on file that identify these people:
","شما گواهی‌هایی در پرونده دارید که هویت این افراد را تأیید می‌کنند:
",Ubuntu
"You have certificates on file that identify these certificate authorities:
","شما گواهی‌هایی در پرونده دارید که این مراجع صدور گواهی را تأیید می‌کنند:
",Ubuntu
"Authorities
","مراجع صدور
",Ubuntu
"Certificate Authority Trust
","اعتماد به مرجع صدور گواهی
",Ubuntu
"Before trusting this CA for any purpose, you should examine its certificate and its policy and procedures (if available).
","پیش از اعتماد به این مرجع صدور گواهی به هر منظوری، باید گواهی، سیاست و رویه‌های آن (در صورت وجود) را بررسی کنید.
",Ubuntu
"Certificate
","گواهی
",Ubuntu
"Certificate details
","جزییات گواهی
",Ubuntu
"Trust the authenticity of this certificate
","اعتماد به صحت این گواهی
",Ubuntu
"_Edit CA Trust
","_ویرایش مراجع صدور مورد اعتماد
",Ubuntu
"Version
","نسخه
",Ubuntu
"Version 1
","نسخه‌ی ۱
",Ubuntu
"Version 2
","نسخه‌ی ۲
",Ubuntu
"Version 3
","نسخه‌ی ۳
",Ubuntu
"Certificate Key Usage
","استفاده از کلید گواهی
",Ubuntu
"Netscape Certificate Type
","نوع گواهی نت‌اسکیپ
",Ubuntu
"Certificate Authority Key Identifier
","شناسه‌ی کلید مرجع صدور گواهی
",Ubuntu
"Object Identifier (%s)
","شناسه‌ی شیء (%s)
",Ubuntu
"Algorithm Identifier
","شناسه‌ی الگوریتم
",Ubuntu
"Algorithm Parameters
","پارامترهای الگوریتم
",Ubuntu
"Subject Public Key Info
","اطلاعات کلید عمومی موضوع
",Ubuntu
"Subject Public Key Algorithm
","الگوریتم کیلد عمومی موضوع
",Ubuntu
"Subject's Public Key
","کلید عمومی موضوع
",Ubuntu
"Object Signer
","امضاکننده‌ی شیء
",Ubuntu
"SSL Certificate Authority
","مرجع صدور گواهی SSL
",Ubuntu
"Email Certificate Authority
","مرجع صدور گواهی پست الکترونیکی
",Ubuntu
"Signing
","در حال امضا
",Ubuntu
"Key Encipherment
","رمزنگاری کلید
",Ubuntu
"Data Encipherment
","رمزنگاری داده‌ها
",Ubuntu
"Key Agreement
","توافق‌نامه‌ی کلید
",Ubuntu
"Certificate Signer
","امضاکننده‌ی گواهی
",Ubuntu
"Critical
","حیاتی
",Ubuntu
"Not Critical
","غیر حیاتی
",Ubuntu
"Extensions
","OU = VeriSign Trust Network
",Ubuntu
"%s = %s
","%s = %s
",Ubuntu
"Certificate Signature Algorithm
","الگوریتم امضای گواهی
",Ubuntu
"Issuer
","صادرکننده
",Ubuntu
"Issuer Unique ID
","شناسه‌ی منحصر به فرد صادرکننده
",Ubuntu
"Subject Unique ID
","شناسه‌ی منحصر به فرد موضوع
",Ubuntu
"Certificate Signature Value
","مقدار امضای گواهی
",Ubuntu
"%d/%m/%Y
","%Oy/%Om/%Od
",Ubuntu
"Sign
","امضا
",Ubuntu
"Encrypt
","رمزنگاری
",Ubuntu
"Certificate already exists
","گواهی از قبل وجود دارد
",Ubuntu
"PKCS12 File Password
","'گذرواژه‌ی پرونده‌ی PKCS12
",Ubuntu
"Enter password for PKCS12 file:
","وارد کردن گذرواژه برای پرونده‌ی PKCS12:‏
",Ubuntu
"Imported Certificate
","گواهی وارد شده
",Ubuntu
"_Address Cards
","کارت‌های _نشانی
",Ubuntu
"_List View
","نمای _فهرست
",Ubuntu
"By _Company
","با _شرکت
",Ubuntu
"_Day View
","نمای _روز
",Ubuntu
"_Work Week View
","نمای هفته‌ی _کاری
",Ubuntu
"W_eek View
","نمای _هفته
",Ubuntu
"_Month View
","نمای _ماه
",Ubuntu
"_Messages
","_پیغام‌ها
",Ubuntu
"As _Sent Folder
","به عنوان پوشه‌ی ار_سالی
",Ubuntu
"By Su_bject
","با _موضوع
",Ubuntu
"By Se_nder
","با _فرستنده
",Ubuntu
"By S_tatus
","با و_ضعیت
",Ubuntu
"By _Follow Up Flag
","با _پرچم پی‌گیری
",Ubuntu
"_Memos
","_یادداشت‌ها
",Ubuntu
"With _Due Date
","با زمان _سررسید
",Ubuntu
"With _Status
","با _وضعیت
",Ubuntu
"Loading...
","در حال بار کردن...
",Ubuntu
"Searching...
","در حال جست و جو
",Ubuntu
"Unknown error
","خطای ناشناخته
",Ubuntu
"Personal
","CategoryName
",Ubuntu
"Reconnecting to LDAP server...
","در حال اتصال مجدد به کارگزار LDAP...
",Ubuntu
"Receiving LDAP search results...
","در حال دریافت نتایج جستجوی LDAP...
",Ubuntu
"Error performing search
","خطا در انجام جست و جو
",Ubuntu
"Adding contact to LDAP server...
","در حال اضافه کردن آشنا به کارگزار LDAP...
",Ubuntu
"Modifying contact from LDAP server...
","در حال تغییر دادن آشنا از کارگزار LDAP...
",Ubuntu
"Removing contact from LDAP server...
","در حال حذف آشنا از کارگزار LDAP...
",Ubuntu
"Unique ID
","شناسه‌ی یکتا
",Ubuntu
"File Under
","پرونده در دستِ
",Ubuntu
"Full Name
","نام کامل
",Ubuntu
"Given Name
","اسم کوچک
",Ubuntu
"Family Name
","نام خانوادگی
",Ubuntu
"Nickname
","لقب
",Ubuntu
"Email 1
","پست الکترونیکی ۱
",Ubuntu
"Email 2
","پست الکترونیکی ۲
",Ubuntu
"Email 3
","پست الکترونیکی ۳
",Ubuntu
"Email 4
","پست الکترونیکی ۴
",Ubuntu
"Mailer
","نامه‌رسان
",Ubuntu
"Home Address Label
","برچسب نشانی خانه
",Ubuntu
"Work Address Label
","برچسب نشانی محل کار
",Ubuntu
"Other Address Label
","برچسب نشانی‌های دیگر
",Ubuntu
"Assistant Phone
","تلفن دستیار
",Ubuntu
"Business Phone
","تلفن کاری
",Ubuntu
"Business Phone 2
","تلفن کاری ۲
",Ubuntu
"Business Fax
","دورنگار کاری
",Ubuntu
"Car Phone
","تلفن ماشین
",Ubuntu
"Company Phone
","تلفن شرکت
",Ubuntu
"Home Phone
","تلفن خانه
",Ubuntu
"Home Phone 2
","تلفن خانه‌ی ۲
",Ubuntu
"Home Fax
","دورنگار خانه
",Ubuntu
"ISDN
","ISDN
",Ubuntu
"Mobile Phone
","تلفن همراه
",Ubuntu
"Other Phone
","تلفن دیگر
",Ubuntu
"Other Fax
","دورنگار دیگر
",Ubuntu
"Pager
","پی‌جو
",Ubuntu
"Primary Phone
","تلفن اصلی
",Ubuntu
"Radio
","رادیو
",Ubuntu
"Telex
","تلکس
",Ubuntu
"TTY
","TTY
",Ubuntu
"Organization
","سازمان
",Ubuntu
"Organizational Unit
","واحد سازمانی
",Ubuntu
"Office
","دفتر
",Ubuntu
"Title
","عنوان
",Ubuntu
"Role
","نقش
",Ubuntu
"Manager
","مدیر
",Ubuntu
"Assistant
","دستیار
",Ubuntu
"Homepage URL
","نشانی اینترنتی صفحه‌ی آغازه
",Ubuntu
"Weblog URL
","نشانی اینترنتی وبلاگ
",Ubuntu
"Categories
","مقولات
",Ubuntu
"Calendar URI
","نشانی اینترنتی تقویم
",Ubuntu
"Free/Busy URL
","نشانی اینترنتی آزاد/مشغول
",Ubuntu
"ICS Calendar
","تقویم ICS
",Ubuntu
"Video Conferencing URL
","نشانی اینترنتی اجلاس تصویری
",Ubuntu
"Spouse's Name
","نام همسر
",Ubuntu
"Note
","یادداشت
",Ubuntu
"AIM Home Screen Name 1
","نام نمایشی AIM خانگی ۱
",Ubuntu
"AIM Home Screen Name 2
","نام نمایشی AIM خانگی ۲
",Ubuntu
"AIM Home Screen Name 3
","نام نمایشی AIM خانگی ۳
",Ubuntu
"AIM Work Screen Name 1
","نام نمایشی AIM کاری ۱
",Ubuntu
"AIM Work Screen Name 2
","نام نمایشی AIM کاری ۲
",Ubuntu
"AIM Work Screen Name 3
","نام نمایشی AIM کاری ۳
",Ubuntu
"GroupWise Home Screen Name 1
","نام نمایشی خانگی GroupWise ۱
",Ubuntu
"GroupWise Home Screen Name 2
","نام نمایشی خانگی GroupWise ۲
",Ubuntu
"GroupWise Home Screen Name 3
","نام نمایشی خانگی GroupWise ۳
",Ubuntu
"GroupWise Work Screen Name 1
","نام نمایشی کاری GroupWise ۱
",Ubuntu
"GroupWise Work Screen Name 2
","نام نمایشی کاری GroupWise ۲
",Ubuntu
"GroupWise Work Screen Name 3
","نام نمایشی کاری GroupWise ۳
",Ubuntu
"Yahoo! Home Screen Name 1
","نام نمایشی خانگی Yahoo! ۱
",Ubuntu
"Yahoo! Home Screen Name 2
","نام نمایشی خانگی Yahoo! ۱
",Ubuntu
"Yahoo! Home Screen Name 3
","نام نمایشی خانگی Yahoo! ۳
",Ubuntu
"Yahoo! Work Screen Name 1
","نام نمایشی کاری Yahoo! ۱
",Ubuntu
"Yahoo! Work Screen Name 2
","نام نمایشی کاری Yahoo! ۲
",Ubuntu
"Yahoo! Work Screen Name 3
","نام نمایشی کاری Yahoo! ۳
",Ubuntu
"MSN Home Screen Name 1
","نام نمایشی خانگی MSN ۱
",Ubuntu
"MSN Home Screen Name 2
","نام نمایشی خانگی MSN ۲
",Ubuntu
"MSN Home Screen Name 3
","نام نمایشی خانگی MSN ۳
",Ubuntu
"MSN Work Screen Name 1
","نام نمایشی کاری MSN ۱
",Ubuntu
"MSN Work Screen Name 2
","نام نمایشی کاری MSN ۲
",Ubuntu
"MSN Work Screen Name 3
","نام نمایشی کاری MSN ۳
",Ubuntu
"Last Revision
","آخرین تجدید نظر
",Ubuntu
"Name or Org
","نام یا سازمان
",Ubuntu
"Address List
","فهرست نشانی‌ها
",Ubuntu
"Home Address
","نشانی خانه
",Ubuntu
"Work Address
","نشانی محل کار
",Ubuntu
"Other Address
","نشانی‌های دیگر
",Ubuntu
"Category List
","فهرست مقولات
",Ubuntu
"Photo
","عکس
",Ubuntu
"Logo
","نشان
",Ubuntu
"Name
","نام
",Ubuntu
"Email List
","فهرست پست الکترونیکی
",Ubuntu
"AIM Screen Name List
","فهرست نام‌های نمایشی AIM
",Ubuntu
"Yahoo! Screen Name List
","فهرست نام‌های نمایشی Yahoo!
",Ubuntu
"MSN Screen Name List
","فهرست نام‌های نمایشی MSN
",Ubuntu
"Wants HTML Mail
","می‌خواهد نامه‌ی HTML دریافت کند
",Ubuntu
"List
","فهرست
",Ubuntu
"Birth Date
","تاریخ تولد
",Ubuntu
"Anniversary
","CategoryName
",Ubuntu
"Unnamed List
","فهرست بی‌نام
",Ubuntu
"Backend is busy
","پسانه مشغول است
",Ubuntu
"Permission denied
","اجازه داده نشد
",Ubuntu
"Could not cancel
","Other errorOther error
",Ubuntu
"Invalid argument
","آرگومان نامعتبر
",Ubuntu
"Birthday
","CategoryName
",Ubuntu
"Birthday: %s
","روز تولد: %s
",Ubuntu
"Anniversary: %s
","سالگرد ازدواج: %s
",Ubuntu
"Redirected to Invalid URI
","هدایت به نشانی اینترنتی نامعتبر
",Ubuntu
"Bad file format.
","قالب پرونده نامناسب است.
",Ubuntu
"Not a calendar.
","تقویم نیست.
",Ubuntu
"Could not create cache file
","ایجاد پرونده‌ی حافظه‌ی نهان ممکن نبود
",Ubuntu
"Could not retrieve weather data
","بازیابی داده‌های وضع هوا ممکن نبود
",Ubuntu
"Weather: Fog
","آب‌و‌هوا: مه آلود
",Ubuntu
"Weather: Cloudy
","وضع هوا: ابری
",Ubuntu
"Weather: Snow
","وضع هوا: برفی
",Ubuntu
"Weather: Sunny
","وضع هوا: آفتابی
",Ubuntu
"Weather: Thunderstorms
","آب‌و‌هوا: توفان و تندر
",Ubuntu
"Repository is offline
","مخزن منفصل است
",Ubuntu
"No such calendar
","چنین تقویمی وجود ندارد
",Ubuntu
"Object not found
","شیء پیدا نشد
",Ubuntu
"Invalid object
","شیء نامعتبر
",Ubuntu
"URI not loaded
","نشانی اینترنتی بار نشد
",Ubuntu
"URI already loaded
","نشانی اینترنتی قبلاْ بار شده است
",Ubuntu
"Unknown User
","کاربر نامعلوم
",Ubuntu
"Object ID already exists
","شناسه‌ی شیء از قبل وجود دارد
",Ubuntu
"Protocol not supported
","پروتکل پشتیبانی نمی‌شود
",Ubuntu
"Could not cancel operation
","انصراف از عملیات ممکن نبود
",Ubuntu
"Authentication failed
","تأیید هویت شکست خورد
",Ubuntu
"Authentication required
","تأیید هویت لازم است
",Ubuntu
"No error
","بدون خطا
",Ubuntu
"Untitled appointment
","قرار بی‌عنوان
",Ubuntu
"1st
","یکم
",Ubuntu
"2nd
","دوم
",Ubuntu
"3rd
","سوم
",Ubuntu
"4th
","چهارم
",Ubuntu
"5th
","پنجم
",Ubuntu
"6th
","ششم
",Ubuntu
"7th
","هفتم
",Ubuntu
"8th
","هشتم
",Ubuntu
"9th
","نهم
",Ubuntu
"10th
","دهم
",Ubuntu
"11th
","یازدهم
",Ubuntu
"12th
","دوازدهم
",Ubuntu
"13th
","سیزدهم
",Ubuntu
"14th
","چهاردهم
",Ubuntu
"15th
","پانزدهم
",Ubuntu
"16th
","شانزدهم
",Ubuntu
"17th
","هفدهم
",Ubuntu
"18th
","هجدهم
",Ubuntu
"19th
","نوزدهم
",Ubuntu
"20th
","بیستم
",Ubuntu
"21st
","بیست و یکم
",Ubuntu
"22nd
","بیست و دوم
",Ubuntu
"23rd
","بیست و سوم
",Ubuntu
"24th
","بیست و چهارم
",Ubuntu
"25th
","بیست و پنجم
",Ubuntu
"26th
","بیست و ششم
",Ubuntu
"27th
","بیست و هفتم
",Ubuntu
"28th
","بیست و هشتم
",Ubuntu
"29th
","بیست و نهم
",Ubuntu
"30th
","سی‌ام
",Ubuntu
"31st
","سی و یکمPriority
",Ubuntu
"High
","Priority
",Ubuntu
"Normal
","Priority
",Ubuntu
"Low
","Priority
",Ubuntu
"""%s"" expects one argument
","‏«%s» یک آرگومان انتظار دارد
",Ubuntu
"""%s"" expects the first argument to be a string
","‏«%s» انتظار دارد آرگومان اول رشته باشد
",Ubuntu
"""%s"" expects the first argument to be a time_t
","‏«%s» انتظار دارد آرگومان اول یک time_t باشد
",Ubuntu
"""%s"" expects the second argument to be a time_t
","‏«%s» انتظار دارد آرگومان دوم یک time_t باشد
",Ubuntu
"""%s"" expects two arguments
","‏«%s» دو آرگومان انتظار دارد
",Ubuntu
"""%s"" expects no arguments
","‏«%s» آرگومان نمی‌گیرد
",Ubuntu
"""%s"" expects the second argument to be a string
","‏«%s» انتظار دارد آرگومان دوم رشته باشد
",Ubuntu
